CourseCategory,InstRating,Lectures,Duration,AvgRating,LastUpdated,Fee,Discount,cbrt_NumberRatings,cbrt_Enrollment,cbrt_Student,cbrt_Review
it_software,4.4,49.0,4.9,4.4,6.0,9.3018,88.0,13.653036844384937,21.98690680974996,24.34062874183217,13.976149868636849
it_software,4.3,162.0,15.0,4.1,6.0,16.99,83.0,8.158305107421281,13.741868470328527,22.73611437804508,14.63255386917223
it_software,4.2,31.0,5.933333333333334,3.7,6.0,16.99,50.0,7.470999115478002,12.657734546176698,53.26413769369588,21.290005376555047
programming,4.1,334.0,40.5,4.1,6.0,16.99,32.0,8.66683102909851,14.0237691458075,17.199495207828182,8.66683102909851
programming,4.7,65.0,8.2,4.7,6.0,21.99,88.0,22.381766624827673,34.81975361531049,60.77043518744851,44.324902134719956
programming,4.2,217.0,6.983333333333333,4.5,6.0,27.99,86.0,10.9446252891595,18.835138748442414,62.189586177837114,24.951907543950732
it_software,4.5,50.0,5.916666666666667,4.6,7.0,34.99,89.0,9.679860435571749,17.43842304008502,36.45688284478766,23.320037776977777
lifestyle,4.4,67.0,6.5,4.6,6.0,104.99,82.0,14.113030557552063,28.151390866458225,31.327774276602547,16.05191470511152
business,4.3,47.0,5.9,3.7,8.0,16.99,32.0,2.7589241763811208,5.3946907121095915,49.11896679312301,19.769861982065553
it_software,4.4,46.0,10.866666666666667,4.5,8.0,11.4922,88.0,9.84425356456435,16.136847051696183,20.640909059975158,11.467456829149778
it_software,4.6,59.0,6.066666666666666,4.6,6.0,16.99,86.0,12.300293028469675,25.551989280407653,53.53103274272799,28.49050673865748
marketing,4.4,374.0,49.083333333333336,4.5,6.0,54.99,88.0,19.033183010219993,42.023607287705104,81.73646307666266,40.555783517271905
programming,4.4,196.0,24.23333333333333,4.5,7.0,10.9446,64.0,15.280642499230108,24.438691636739343,29.226915821323026,18.498417200839945
business,4.3,7.0,1.2166666666666668,4.3,7.0,49.99,92.0,16.215825616217316,29.79639912648843,51.121458557541686,29.14670016693755
programming,4.7,32.0,2.3166666666666664,4.6,9.0,9.3018,80.0,35.83359413306971,59.06427926855278,95.27987640988677,65.60089727109022
it_software,4.1,58.0,8.183333333333334,4.2,7.0,11.4922,92.0,6.3079935486632674,13.412789452717707,22.900006991982508,6.3079935486632674
programming,4.7,70.0,10.8,4.8,6.0,9.3018,87.0,11.79513349071183,26.753587896186865,40.108455668423815,24.100848784692587
personal_development,4.1,232.0,15.2,4.2,6.0,21.99,90.0,6.6038544977892535,10.644267231408506,16.33536926817051,10.837841647592736
design,4.2,43.0,1.7166666666666668,4.2,6.0,16.99,77.0,11.049364909617035,16.066132528935196,20.71652317148223,14.420893025463037
lifestyle,4.7,47.0,4.8,4.7,9.0,21.99,90.0,14.717682763782065,24.20427490902714,47.96365883536451,30.672231714273206
it_software,4.1,73.0,8.366666666666667,4.2,7.0,27.99,84.0,6.917396416609225,12.668128486260334,85.58584904516572,36.271608203051116
it_software,4.5,50.0,5.9,4.5,6.0,16.99,87.0,8.946180865879619,15.233386907205073,15.233386907205073,8.946180865879619
programming,4.6,97.0,13.166666666666666,4.5,6.0,16.99,92.0,28.843789481424658,47.02835168837173,64.42225675167208,44.01290943519014
personal_development,4.4,44.0,4.2,4.4,11.0,28.99,58.0,15.622682322899529,24.42417205052015,24.492153533419856,15.622682322899529
personal_development,4.6,48.0,1.75,4.7,6.0,17.99,92.0,21.9806993258487,43.02954522579448,68.50063046642981,37.83585709432775
it_software,4.6,196.0,12.733333333333333,4.6,6.0,23.99,91.0,11.857101383012346,21.910101467834345,53.52661208426554,28.49050673865748
it_software,4.5,21.0,1.75,4.4,10.0,16.99,92.0,33.60824863620997,58.02545454251262,87.98075508911616,63.430825533151435
programming,4.4,34.0,3.1333333333333333,4.4,8.0,9.8494,91.0,19.90117919327433,30.452402692554156,34.30039467227986,21.341359826940376
it_software,4.6,41.0,2.4,4.6,6.0,16.99,62.0,17.75913700051339,27.601498203346047,51.87407895011498,27.507986660973394
programming,4.7,53.0,6.083333333333333,4.7,6.0,34.99,89.0,37.2046126781061,58.98850681039788,67.01217570360107,43.50882808451747
programming,4.5,135.0,11.733333333333333,4.5,6.0,16.99,51.0,8.710982738710143,16.233553379719933,16.233553379719933,8.710982738710143
design,4.1,96.0,11.316666666666666,4.1,6.0,19.99,84.0,8.572618882313396,16.70661528109901,16.70661528109901,8.572618882313396
design,4.6,66.0,4.15,4.6,6.0,16.99,88.0,25.659262120743684,39.76845391316196,50.38240126297296,31.40569764215876
design,4.3,224.0,43.16666666666666,4.2,7.0,19.99,80.0,6.109114744289606,11.49022483762564,39.871252714683386,16.889712820170818
programming,4.7,65.0,8.65,4.7,7.0,19.1586,81.0,30.19100356268622,52.654691147457925,82.55136073354583,54.92220406132286
programming,4.2,90.0,16.75,4.3,6.0,12.0398,92.0,8.56353771144584,12.300293028469675,19.867456889927293,10.66482172952391
personal_development,4.2,18.0,2.9,4.1,6.0,17.99,80.0,9.20516408251589,15.884586146074577,61.0,27.324390623325463
business,4.6,50.0,4.366666666666666,4.7,9.0,17.99,88.0,9.50968541305815,35.33715001688556,66.93994767609436,32.47690667152292
personal_development,4.6,47.0,2.6833333333333336,4.6,6.0,19.99,88.0,15.907012715551824,25.22097439134326,39.78804553301269,24.00636405304278
design,4.6,34.0,3.4333333333333336,4.5,6.0,16.99,64.0,7.060696670652126,12.284851467903021,20.34887879251113,10.009990016633406
it_software,4.5,67.0,5.016666666666667,4.5,6.0,9.3018,91.0,11.582891942994197,16.97343023666491,35.598943704719005,23.276437341315276
it_software,4.3,80.0,8.633333333333333,4.3,9.0,16.99,80.0,7.889094604023811,12.33106037165235,16.861621769869725,9.40910540677263
business,4.7,98.0,11.683333333333334,4.8,7.0,16.99,92.0,9.989989983299925,19.285620222939226,31.61284795080195,22.52129670829987
personal_development,4.6,104.0,6.55,4.8,6.0,16.99,85.0,4.020725758589058,12.304697789107042,21.251695366466862,10.846348591154285
business,4.5,165.0,20.3,4.6,6.0,16.99,87.0,4.121285299808557,6.223084253206058,6.291194551556288,4.179339196381232
marketing,3.8,56.0,5.6,3.8,8.0,16.99,87.0,5.728654315982437,14.788132683036132,14.78965676144361,5.728654315982437
personal_development,4.5,93.0,4.033333333333333,4.4,8.0,29.99,79.0,8.439009789267391,16.542589697668927,24.94333834194812,12.890600688659383
programming,4.5,52.0,3.75,4.5,6.0,12.0398,87.0,10.485997965080173,18.063561297457866,45.78777474788561,23.89596168997158
programming,4.3,66.0,5.883333333333333,4.2,8.0,16.99,86.0,5.129927840030091,11.210810141021824,21.80684912306264,14.252231106492495
programming,4.2,645.0,164.0,3.6,6.0,17.515800000000002,76.0,10.409655726788403,19.34993289642815,33.54971455784771,16.74474476853688
programming,3.8,88.0,13.7,3.8,6.0,16.99,88.0,7.249504524205012,11.575433543029131,11.575433543029131,7.249504524205012
programming,4.4,29.0,2.183333333333333,4.5,8.0,11.4922,80.0,12.807823992656228,42.39832674066069,55.774925678388016,17.205127369867988
programming,4.2,79.0,10.466666666666669,4.2,6.0,19.1586,87.0,6.549911620119374,12.027713724296163,48.59968161826347,23.87551281301229
lifestyle,4.5,78.0,4.233333333333333,4.3,6.0,16.99,75.0,10.19933354610078,40.480862776947006,126.24136986395587,62.60388057888053
it_software,4.3,110.0,9.233333333333333,4.3,6.0,21.8966,72.0,10.61476523080014,18.9425782508491,30.78167797681978,16.42975956840413
lifestyle,4.5,40.0,5.65,4.7,10.0,20.99,89.0,7.835168826956222,19.32229519203296,26.426400740010006,14.708443789123251
business,4.4,25.0,2.033333333333333,4.4,7.0,16.99,88.0,14.874508610747549,25.647612401840906,28.89138922036428,17.28136141822833
business,4.2,67.0,5.066666666666666,4.3,6.0,16.99,85.0,7.1465694988150235,14.671371309825055,15.918860048170384,7.447034238345108
personal_development,4.5,178.0,6.25,4.4,6.0,16.99,88.0,13.09010382485845,24.410194611247682,43.98036313834983,21.794926294484135
programming,4.2,95.0,15.35,4.5,6.0,21.99,62.0,8.133187014000047,15.277786838072375,59.81992304180802,26.82326264150888
business,4.4,19.0,1.15,4.5,6.0,74.99,90.0,12.19810057323427,38.48321076016353,81.73376871965857,40.555783517271905
programming,3.9,97.0,14.583333333333334,3.9,7.0,16.99,74.0,6.223084253206058,11.819044226110282,106.42251558671174,44.20223707820438
programming,4.4,140.0,19.5,4.5,6.0,23.99,89.0,16.85810380152855,27.883015317193497,41.868256878126665,24.24914086303336
it_software,3.8,54.0,9.916666666666666,4.4,6.0,16.99,92.0,6.804092115953368,11.597779995297994,22.283520572395524,11.365154706209827
it_software,4.3,26.0,1.2666666666666666,4.6,7.0,10.9446,84.0,7.4107950554206194,12.322285374651038,37.02165763937674,15.02514301688429
personal_development,4.4,31.0,7.0,4.3,6.0,16.99,55.0,17.027636707869334,27.94333779381325,44.1576643967945,27.991068579936336
lifestyle,4.6,26.0,2.95,4.6,8.0,27.99,83.0,9.34465745671052,18.526623464560053,25.80775361374514,9.34465745671052
it_software,4.5,54.0,6.566666666666666,4.5,8.0,16.99,89.0,17.60024104353069,29.875409213421044,40.00624902369174,23.76093679112808
programming,4.1,37.0,5.95,4.1,6.0,9.3018,89.0,15.720402970589326,27.038810213395983,51.40394323434974,24.30964521961797
it_software,4.0,96.0,11.2,4.1,6.0,16.99,87.0,10.167189199456214,17.183705498433895,17.470153205937276,10.409655726788403
design,4.5,133.0,9.8,4.5,6.0,19.99,88.0,7.85142441053969,17.797104271611655,38.152663788434936,17.731614898713836
it_software,4.5,69.0,12.75,4.5,8.0,16.99,88.0,9.753997922146628,18.56151908642444,48.46027142968475,28.451852634937737
programming,4.2,90.0,11.15,4.2,7.0,16.99,84.0,16.214557863447226,27.12652097058648,48.60208066870963,23.87551281301229
it_software,4.6,190.0,16.766666666666666,4.7,6.0,16.99,88.0,25.4613023187977,40.23177936408145,67.96891601227784,46.445266467106194
business,4.5,27.0,4.333333333333333,4.4,6.0,16.99,89.0,21.73017526805777,41.961415811839615,116.31730407156998,77.35402282010756
lifestyle,4.5,172.0,22.5,4.4,6.0,31.99,32.0,6.753313416693821,11.231987636720941,19.67129387754074,13.873001091798344
programming,4.2,31.0,3.25,4.3,13.0,16.99,69.0,7.702624618287352,12.531653112116544,18.303496002635274,10.537282430296312
business,4.4,77.0,5.0,4.3,11.0,16.99,64.0,8.916931116660717,15.057556644148708,32.4078652855438,20.16037718703042
programming,4.4,91.0,7.95,4.6,6.0,25.99,89.0,11.986095004927193,22.90064260891944,49.534886810154816,28.59198758384936
it_software,4.2,30.0,1.9333333333333331,4.2,6.0,16.99,84.0,9.586468203572707,15.69473365228469,17.016132321752565,10.737591595966627
programming,4.5,107.0,9.183333333333334,4.5,6.0,16.99,86.0,9.579208474780504,19.869145725101184,20.866117272069168,10.275664419515739
business,4.2,69.0,5.566666666666666,4.1,7.0,17.99,88.0,8.719759553451876,14.367803581291788,41.10167112746185,12.350758584644051
programming,4.3,122.0,14.983333333333333,4.4,7.0,20.99,84.0,16.44579703724298,26.535729661324638,31.458330726234987,17.721006691037502
it_software,4.6,12.0,3.75,4.6,6.0,16.4206,62.0,5.065797019100886,8.895920362277263,16.371515098581696,12.641068648632707
it_software,4.4,53.0,12.4,4.4,6.0,51.99,89.0,16.9013898930417,28.098293990979776,60.2704458194364,34.21717956346464
personal_development,4.5,64.0,7.3,4.6,10.0,16.99,89.0,9.236527745897195,22.749647782656297,38.462041634442855,24.2531083272506
business,4.1,204.0,16.016666666666666,4.3,9.0,21.99,90.0,8.22289851862149,17.811825664427587,19.714270711423755,8.732891741295965
programming,4.4,28.0,1.7666666666666666,4.3,6.0,9.3018,90.0,14.338679575255139,25.605992249614957,49.539233596199125,28.59198758384936
it_software,4.5,39.0,3.733333333333333,4.5,8.0,16.99,77.0,7.559526299369239,11.154835120700179,25.195795888909004,19.91631701289913
personal_development,4.4,80.0,3.2333333333333334,3.2,6.0,21.99,43.0,5.838272460814002,10.772173450159418,47.21061357605694,25.3102667846379
lifestyle,4.6,33.0,6.083333333333333,4.6,9.0,17.99,74.0,11.213461704540997,16.236082758598467,50.77874159601736,29.63824797519907
programming,4.7,221.0,30.2,4.9,7.0,20.99,89.0,9.701158326971886,17.176929588623153,35.7406776351155,24.54648954358737
personal_development,3.9,28.0,3.1,3.7,8.0,23.99,69.0,8.883266119928667,13.660185968269943,17.55060184135872,11.543002201509118
it_software,4.3,84.0,4.733333333333333,4.2,6.0,44.99,79.0,6.223084253206058,9.141787449257912,14.184629271615549,9.325532029819293
it_software,4.4,145.0,7.733333333333333,4.4,7.0,17.99,84.0,15.300602308725093,28.674116205876672,82.25042420552148,48.285909356127206
it_software,4.3,137.0,14.6,4.3,8.0,19.99,92.0,22.582904031211648,41.70810455375275,54.91159350955516,32.71159766555893
design,4.4,24.0,2.2,4.6,6.0,17.99,89.0,9.72588826218856,24.681287493020513,79.27023834046642,28.748115818548563
design,4.6,283.0,20.45,4.6,7.0,23.99,90.0,8.382465312104411,16.243666170611256,19.774125301006922,10.388078054584831
personal_development,4.5,86.0,10.1,4.6,6.0,149.99,88.0,8.697784259800095,15.45704373998175,25.54535054278682,15.108838005513197
lifestyle,4.6,11.0,2.8833333333333333,4.6,7.0,16.99,32.0,8.776382955329128,13.490162013937638,49.66495997818916,26.329629702206894
it_software,4.2,125.0,6.183333333333334,4.2,7.0,82.1326,91.0,8.443687733567568,14.48790112424813,26.396774169670117,15.060496424903636
programming,4.2,57.0,6.633333333333333,4.4,7.0,16.99,84.0,8.12309620089136,18.37485538319243,33.54971455784771,16.74474476853688
programming,3.8,82.0,8.433333333333334,4.2,6.0,9.8494,90.0,7.422914120436216,38.03643780983994,38.22945199056806,7.663094323935531
it_software,4.4,55.0,3.6,4.4,6.0,16.99,80.0,10.092475524977846,21.337699844048004,21.337699844048004,10.092475524977846
programming,4.5,143.0,12.216666666666669,4.5,6.0,16.99,89.0,22.140968076294314,37.81838546459955,39.59295524786585,23.543453628244844
business,4.6,81.0,7.733333333333333,4.6,8.0,19.99,77.0,10.599952533310645,19.584772290019572,39.480789676068724,21.103046062639233
programming,4.0,40.0,5.75,4.0,6.0,16.99,88.0,5.808785733563704,11.686316093486157,68.73178801350682,37.52904416583061
business,4.7,38.0,6.3,4.6,8.0,16.99,88.0,14.133084624396009,28.37671171597349,82.53966870988467,54.92231456632991
lifestyle,4.6,26.0,6.766666666666667,4.6,9.0,16.99,89.0,16.01820843710718,26.751724930256625,50.78106844116547,29.63824797519907
design,4.4,50.0,10.133333333333333,4.7,6.0,17.99,91.0,2.571281590658235,5.45136177849642,9.004113346093702,5.934472140399942
programming,4.6,226.0,27.85,4.6,8.0,12.0398,88.0,11.054822734614039,16.6767050637323,18.557648272676538,12.43755523825875
lifestyle,4.3,22.0,20.4,4.5,6.0,44.99,88.0,8.410832585210283,16.668310948885935,24.03871067639225,12.284851467903021
programming,4.5,407.0,42.86666666666667,4.5,6.0,19.99,88.0,20.607211475863437,33.3564062477559,88.05678153595137,45.465134502690724
business,4.5,111.0,5.416666666666667,4.6,6.0,17.99,88.0,13.943651055048113,39.78804553301269,96.81848649729758,50.983334295724326
programming,4.6,22.0,3.8666666666666663,4.7,9.0,12.0398,83.0,19.642825973976514,42.807686336089105,89.63921407454957,55.242783466720056
design,4.5,251.0,23.416666666666668,4.5,7.0,19.99,88.0,16.90022291175697,26.90731825042733,31.4276495203798,18.48086650984647
programming,4.6,80.0,11.4,4.7,6.0,23.99,84.0,11.480116871258165,19.432375882094384,105.57178615711531,64.92867916874917
marketing,4.4,78.0,8.266666666666667,4.2,6.0,23.99,69.0,6.945149558032542,13.14241829482556,69.81002912789617,36.02364701522467
marketing,4.5,74.0,6.166666666666667,4.5,7.0,24.99,67.0,13.196234003706344,22.49629568646582,41.11902750454317,24.88857074541368
programming,4.4,77.0,12.366666666666667,4.4,6.0,16.99,32.0,8.925307759554338,13.21916408284309,36.80392995206756,18.234583841262022
programming,4.5,192.0,11.433333333333334,4.4,6.0,34.99,90.0,9.18545275007114,16.818130464460147,24.60058605693935,14.693019654708532
it_software,4.4,214.0,28.116666666666667,4.5,7.0,20.99,69.0,10.105548694417122,18.672121421734563,31.251509260440415,11.868944280799884
business,4.5,111.0,4.05,4.6,6.0,16.99,92.0,10.344651721148193,18.658726781971374,46.25161426067663,26.41111790675886
programming,4.6,54.0,6.266666666666667,4.6,6.0,16.99,91.0,16.496172972233907,29.54078434341272,73.95517129023337,46.54379809871459
business,4.4,21.0,2.5,4.5,6.0,9.3018,81.0,8.684545602717154,13.763017974220512,14.959892856715939,9.739963373377918
marketing,4.5,40.0,10.316666666666666,4.6,6.0,19.99,58.0,11.8831246339285,24.820582115901896,82.26456291259002,46.70831882153818
it_software,4.5,56.0,23.23333333333333,4.2,6.0,47.99,92.0,4.562902635386967,11.674099571834692,48.46027142968475,28.451852634937737
programming,4.5,149.0,20.28333333333333,4.5,6.0,16.99,83.0,13.088158208922412,21.169452861029065,45.41815985140206,23.799839934897886
design,4.3,85.0,12.783333333333331,4.2,7.0,23.99,90.0,8.662391053409028,13.768295205555997,14.191252961241112,9.024623925725086
programming,4.6,115.0,13.383333333333333,4.6,7.0,16.99,32.0,15.100071633945216,26.793114738257103,28.275761605009315,16.186617001869003
it_software,4.6,63.0,7.2,4.2,6.0,16.99,89.0,7.074043955105013,15.89910467909289,67.96891601227784,46.445266467106194
personal_development,4.3,206.0,12.766666666666667,4.2,6.0,129.99,32.0,10.9418418136353,20.80853939309993,40.29839349789307,22.790151692120702
personal_development,4.5,177.0,10.3,4.3,9.0,17.99,67.0,6.398827910357771,10.332177000911681,13.608184231906735,9.99666555493786
design,4.7,56.0,9.05,4.7,6.0,16.99,90.0,11.681432550880942,19.166586851169413,19.206428692162852,11.732507546336453
it_software,4.5,49.0,3.25,4.3,6.0,12.0398,87.0,7.747310894995783,15.795576393405657,52.01331020222517,29.80015314546764
it_software,4.2,77.0,13.25,4.2,7.0,9.3018,56.0,9.701158326971886,33.3150121540989,33.4356080974588,9.878530490026034
it_software,4.0,188.0,15.916666666666666,4.0,6.0,20.99,89.0,10.154274369169674,18.388666618681427,27.289970240752268,11.629906973810744
business,4.4,51.0,5.1,4.3,6.0,20.99,88.0,7.617411603093272,12.906628806740327,37.674740048582514,25.637980732444145
personal_development,4.7,59.0,1.4666666666666668,4.7,8.0,16.99,73.0,11.72523833286072,17.65388102238834,19.241605380081765,13.095937205231667
personal_development,4.4,15.0,3.1166666666666667,4.3,6.0,17.99,90.0,14.703819946068137,24.8048811065344,39.95327878277704,24.319793973323904
it_software,4.5,389.0,14.583333333333334,4.5,6.0,19.99,92.0,14.78965676144361,24.202567858107525,36.45688284478766,23.320037776977777
programming,4.6,289.0,21.0,4.6,7.0,14.2302,84.0,23.926278408453214,44.954027123281605,125.55704458979561,86.75635357241855
design,4.6,57.0,5.7,4.5,6.0,23.99,92.0,8.586204671892926,15.37287630129352,30.10665739433624,16.461803288379592
programming,4.6,92.0,9.5,4.7,6.0,23.99,91.0,12.064467852593175,20.940116625529097,87.55182779881764,63.72834071326919
it_software,4.6,30.0,10.8,3.7,6.0,16.99,89.0,4.254320865115005,8.819447349264113,67.96891601227784,46.445266467106194
it_software,4.6,22.0,2.966666666666667,4.6,8.0,16.99,89.0,29.467646230024954,45.96011034656861,67.96891601227784,46.445266467106194
lifestyle,4.5,29.0,2.5,4.6,10.0,19.99,77.0,11.359991073192747,23.199895956727225,53.59284544736629,20.862288626612205
programming,4.7,321.0,22.1,4.7,6.0,23.99,85.0,12.567633397881703,20.629949837388594,24.298358879159387,14.406452869251499
programming,4.6,78.0,10.4,4.5,6.0,23.99,88.0,17.273544828254785,28.316144899609974,65.83529485511977,48.599399361462574
it_software,4.4,67.0,10.733333333333333,4.3,6.0,23.99,32.0,8.719759553451876,17.71463566525346,21.876024441818892,11.520442530582667
design,4.3,97.0,8.75,3.9,6.0,19.99,69.0,3.2710663101885897,5.808785733563704,14.800316525979412,7.835168826956222
lifestyle,4.6,63.0,5.983333333333333,4.5,6.0,16.99,92.0,14.476776140949447,27.368073350196976,28.87660610869683,15.900423231485657
programming,4.4,99.0,19.666666666666668,4.3,6.0,17.99,88.0,11.21611201466203,31.660472780574686,81.73376871965857,40.555783517271905
it_software,4.6,170.0,12.783333333333331,4.6,6.0,16.99,75.0,28.726319504866915,46.75959938998436,80.31097709921443,42.1237844777188
programming,4.4,124.0,10.783333333333331,4.1,6.0,16.99,88.0,8.168309170303784,15.283497093449185,32.02016957612691,19.773272784286704
programming,4.6,130.0,12.45,4.6,6.0,9.8494,80.0,14.066014759313434,26.527205950798297,54.30610334234578,33.044323666595545
lifestyle,4.7,186.0,4.733333333333333,4.9,6.0,16.99,88.0,6.109114744289606,11.1091070459642,16.281477448030486,11.698507126834198
programming,4.4,57.0,8.7,4.4,7.0,21.99,87.0,14.16804292665649,24.179213988998686,31.59182077473334,22.529180246778118
business,4.5,244.0,12.85,4.6,6.0,17.99,91.0,26.31134556539552,44.012737359196166,105.13491350034136,69.75732292089708
it_software,4.2,21.0,3.8166666666666655,4.4,6.0,16.99,32.0,7.1465694988150235,18.164136598341113,46.98732116129049,18.543118319763977
it_software,4.5,39.0,7.633333333333333,4.5,6.0,16.99,89.0,17.61529318126469,27.892444522550996,37.331331383579766,26.687293069345994
programming,4.7,82.0,9.916666666666666,4.8,6.0,19.99,78.0,37.06562495275293,56.733339439679156,83.48020853557007,58.54120845516041
programming,4.4,77.0,10.433333333333334,4.5,6.0,9.3018,86.0,11.600257624084179,21.179861022145964,25.212062755985215,11.988414744680282
business,4.5,46.0,4.333333333333333,4.5,6.0,19.99,88.0,28.898974672578827,43.868754911269775,57.501575256151135,39.4596072690353
business,4.4,59.0,6.233333333333333,4.5,7.0,19.99,88.0,14.2423781955702,22.827953812280686,28.82614973197407,19.445607791318565
it_software,4.2,61.0,6.55,4.2,10.0,16.99,49.0,14.42409802457411,41.59493435605981,91.6424766289581,39.600608772058145
business,4.4,93.0,11.95,4.5,6.0,21.99,85.0,9.18940178441408,16.5242984513307,33.4528928749896,20.61662653667117
programming,4.6,82.0,8.383333333333333,4.5,6.0,19.99,90.0,12.366036089190388,21.535006968188128,23.447445556845846,13.510280235468276
personal_development,4.2,35.0,3.066666666666667,4.2,6.0,20.99,81.0,12.168907658345077,21.07231306392407,24.18890277348435,14.705361550183653
business,4.4,600.0,29.116666666666667,4.4,6.0,16.99,92.0,13.90238214611877,21.211024288772542,28.51799417670867,15.551338615062457
it_software,4.5,220.0,21.883333333333333,4.3,6.0,20.99,76.0,10.880243650829595,16.936324655304745,20.07389331930645,13.103706971044483
business,4.5,48.0,9.3,4.5,6.0,23.99,76.0,18.068667749162422,29.79639912648843,31.722536028776275,19.714270711423755
programming,4.4,89.0,10.933333333333334,4.6,6.0,20.99,67.0,7.054004063162273,14.028852063666793,61.45331023455361,28.846193230715457
lifestyle,4.5,37.0,2.8166666666666664,4.5,9.0,16.99,91.0,14.338679575255139,24.986125634837407,48.684070421085146,25.415457555429104
business,4.5,30.0,1.95,4.6,6.0,16.99,91.0,14.052523788552381,23.35614549056318,57.501575256151135,39.4596072690353
marketing,4.4,28.0,5.316666666666666,4.2,6.0,16.99,80.0,15.361584128429236,29.391056560549117,54.640632226242126,23.819831410013556
programming,4.2,188.0,27.716666666666665,4.4,6.0,13.6826,91.0,13.12309118121241,23.587271696216444,38.591842352451415,17.154304523463516
business,4.6,49.0,2.083333333333333,4.7,9.0,16.99,89.0,10.102283573448513,18.333296602313922,29.528938375275217,19.234400134929494
business,4.2,53.0,2.5,4.1,6.0,159.99,92.0,9.629797462192847,15.429089897006385,21.99517800654624,11.281966694287041
personal_development,4.4,136.0,9.316666666666666,4.6,6.0,21.99,85.0,14.028852063666793,24.537081152652863,53.116038626847015,34.07538061806123
business,4.4,55.0,5.366666666666666,4.4,7.0,16.99,69.0,25.665336037912382,37.57065198949192,44.87189905714516,30.96075505551044
programming,4.4,111.0,14.1,4.4,7.0,24.99,92.0,15.102994888617792,25.176353058798938,42.88630501981697,25.44277826546434
programming,4.2,52.0,4.85,3.7,7.0,23.99,90.0,5.217103446276167,10.877427123742624,52.68725271900554,21.445508302901573
marketing,4.2,67.0,2.9333333333333336,4.4,6.0,19.99,80.0,8.568080703126338,10.911129669464795,11.464921463860614,9.367505120898477
lifestyle,4.6,90.0,12.516666666666667,4.6,6.0,17.99,88.0,10.082648376090521,15.129253408405809,15.99869781068848,11.200191323262327
it_software,4.4,124.0,27.066666666666663,4.4,6.0,21.99,92.0,13.813862706200622,22.85606393716805,24.919205840095536,14.87149483118765
it_software,4.5,31.0,2.1,4.4,6.0,16.99,86.0,10.55825518310222,19.239804574701097,72.22991064325726,36.717596810018364
programming,4.5,20.0,3.333333333333333,4.6,7.0,21.99,89.0,14.500594505945724,26.842244210346664,76.86821783426342,57.80632985038967
it_software,3.8,74.0,4.666666666666667,3.3,6.0,13.135,84.0,4.610436292058447,6.526518879343751,13.407228594098292,5.539658256754464
it_software,4.0,162.0,11.516666666666667,4.0,6.0,9.3018,88.0,5.687733959703131,9.173585226843102,9.173585226843102,5.687733959703131
programming,4.3,312.0,38.8,4.3,7.0,20.99,91.0,8.828009924884206,15.525106726334577,19.96075638061487,12.193618448791355
programming,4.7,88.0,3.8333333333333335,4.7,6.0,16.99,69.0,17.769699744335192,27.65913247856397,60.77043518744851,44.324902134719956
it_software,4.5,299.0,14.033333333333331,4.5,7.0,16.99,32.0,12.544375611323225,23.37507268319836,33.12714949858301,14.782033225679747
marketing,4.5,362.0,30.166666666666668,4.4,6.0,23.99,90.0,12.085044017279925,46.770268695003175,126.24136986395587,62.60388057888053
programming,4.6,151.0,12.716666666666669,4.6,6.0,9.8494,88.0,25.850722481169644,45.51136857169698,105.57178615711531,64.92867916874917
it_software,4.6,153.0,26.08333333333333,4.6,6.0,16.99,74.0,10.899918636993318,23.936754777773473,24.44984882037327,11.024737714497332
personal_development,4.4,63.0,6.6,4.2,6.0,21.99,82.0,6.81846194135301,26.001479205783475,94.07422084382999,40.337764844837125
programming,4.3,350.0,29.25,4.5,6.0,19.99,86.0,8.18824411006022,15.17571144005609,22.37311293553386,11.17088526531237
design,4.5,119.0,6.866666666666667,4.7,6.0,21.99,77.0,11.681432550880942,22.67079893904161,53.59284544736629,20.862288626612205
it_software,3.9,48.0,4.05,3.9,8.0,16.99,92.0,6.1534494936636825,10.069515637846052,13.948792519767398,8.908538705945453
business,4.7,229.0,30.85,4.7,6.0,19.99,86.0,15.259198964884545,24.66486067452859,31.61284795080195,22.52129670829987
it_software,4.1,25.0,4.616666666666667,4.2,7.0,82.1326,30.0,7.952847627744924,19.24880523309422,72.54935996584285,24.52267787772092
personal_development,4.7,131.0,7.883333333333333,4.7,9.0,16.99,88.0,7.736187676690783,12.657734546176698,12.657734546176698,7.736187676690783
design,4.5,67.0,7.216666666666667,4.4,7.0,16.99,90.0,15.085438354468065,26.310864060645297,42.21956072276496,22.75479913245765
programming,4.5,12.0,8.05,4.3,6.0,16.99,82.0,7.878368425460936,13.850448968229436,99.63023441938006,66.07727404541723
business,4.5,331.0,17.0,4.5,6.0,20.99,89.0,16.615353289484045,25.158460159711503,45.4125034293176,29.75240665039779
design,4.7,82.0,9.05,4.6,6.0,16.99,88.0,11.705809567636177,20.686188052482336,67.90030083959013,45.597785108383505
programming,4.4,145.0,9.5,4.4,6.0,21.99,90.0,22.66431155846105,43.925839261755776,82.25042420552148,48.285909356127206
programming,4.5,145.0,15.9,4.4,6.0,16.99,37.0,8.750340122833276,15.165573053751563,45.41815985140206,23.799839934897886
business,4.5,24.0,2.7333333333333334,4.5,11.0,19.99,90.0,11.666757368909348,20.947715739501973,47.11185070302335,27.967649712757137
